Open,High,Low,Close,Adj Close,Volume
74.05999755859375,75.1500015258789,73.79750061035156,75.0875015258789,73.05943298339844,135480400
74.2874984741211,75.1449966430664,74.125,74.35749816894531,72.34912109375,146322800
73.44750213623047,74.98999786376953,73.1875,74.94999694824219,72.92562866210938,118387200
74.95999908447266,75.2249984741211,74.37000274658203,74.59750366210938,72.58265686035156,108872000
74.29000091552734,76.11000061035156,74.29000091552734,75.79750061035156,73.75025177001953,132079200
76.80999755859375,77.60749816894531,76.55000305175781,77.40750122070312,75.31676483154297,170108400
77.6500015258789,78.1675033569336,77.0625,77.5824966430664,75.4870376586914,140644800
77.91000366210938,79.26750183105469,77.7874984741211,79.23999786376953,77.09976196289062,121532000
79.17500305175781,79.39250183105469,78.0425033569336,78.16999816894531,76.05866241455078,161954400
77.9625015258789,78.875,77.38749694824219,77.83499908447266,75.73271179199219,121923600
78.39749908447266,78.92500305175781,78.02249908447266,78.80999755859375,76.68138122558594,108829200
79.06749725341797,79.68499755859375,78.75,79.68250274658203,77.53031921386719,137816400
79.29750061035156,79.75499725341797,79.0,79.14250183105469,77.0049057006836,110843200
79.6449966430664,79.99749755859375,79.32749938964844,79.42500305175781,77.27977752685547,101832400
79.4800033569336,79.88999938964844,78.9124984741211,79.80750274658203,77.65193939208984,104472000
80.0625,80.8324966430664,79.37999725341797,79.57749938964844,77.42816925048828,146537600
77.51499938964844,77.94249725341797,76.22000122070312,77.23750305175781,75.1513671875,161940000
78.1500015258789,79.5999984741211,78.04750061035156,79.42250061035156,77.27732849121094,162234000
81.11250305175781,81.9625015258789,80.34500122070312,81.08499908447266,78.89492797851562,216229200
80.13500213623047,81.02249908447266,79.6875,80.96749877929688,78.78060913085938,126743200
80.23249816894531,80.66999816894531,77.07250213623047,77.37750244140625,75.2875747680664,199588400
76.07499694824219,78.37249755859375,75.55500030517578,77.16500091552734,75.0808334350586,173788400
78.82749938964844,79.91000366210938,78.40750122070312,79.7125015258789,77.55950927734375,136616400
80.87999725341797,81.19000244140625,79.73750305175781,80.36250305175781,78.19194793701172,118826800
80.64250183105469,81.30500030517578,80.06500244140625,81.30249786376953,79.1065444946289,105425600
80.59249877929688,80.8499984741211,79.5,80.00749969482422,78.03129577636719,117684000
78.54499816894531,80.38749694824219,78.4625015258789,80.38749694824219,78.40190124511719,109348800
80.9000015258789,80.9749984741211,79.67749786376953,79.90249633789062,77.92887115478516,94323200
80.36750030517578,81.80500030517578,80.36750030517578,81.80000305175781,79.77951049804688,113730400
81.04750061035156,81.55500030517578,80.8375015258789,81.21749877929688,79.21138000488281,94747600
81.18499755859375,81.49500274658203,80.7125015258789,81.23750305175781,79.23091125488281,80113600
78.83999633789062,79.9375,78.65249633789062,79.75,77.78014373779297,152531200
80.0,81.14250183105469,80.0,80.90499877929688,78.90660858154297,93984000
80.65750122070312,81.1624984741211,79.55249786376953,80.07499694824219,78.09711456298828,100566000
79.65499877929688,80.11250305175781,77.625,78.26249694824219,76.32939910888672,129554000
74.31500244140625,76.04499816894531,72.30750274658203,74.54499816894531,72.7037124633789,222195200
75.23750305175781,75.63249969482422,71.53250122070312,72.0199966430664,70.24108123779297,230673600
71.63249969482422,74.47000122070312,71.625,73.1624984741211,71.35536193847656,198054800
70.2750015258789,71.5,68.23999786376953,68.37999725341797,66.69097900390625,320605600
64.31500244140625,69.60250091552734,64.09249877929688,68.33999633789062,66.6519775390625,426510000
70.56999969482422,75.36000061035156,69.43000030517578,74.70249938964844,72.85733032226562,341397200
75.9175033569336,76.0,71.44999694824219,72.33000183105469,70.54344177246094,319475600
74.11000061035156,75.8499984741211,73.28250122070312,75.68499755859375,73.81555938720703,219178400
73.87999725341797,74.88749694824219,72.85250091552734,73.2300033569336,71.42120361328125,187572800
70.5,72.70500183105469,70.30750274658203,72.25749969482422,70.47272491455078,226176800
65.9375,69.52249908447266,65.75,66.5425033569336,64.89888000488281,286744800
69.28500366210938,71.61000061035156,67.34249877929688,71.33499908447266,69.572998046875,285290000
69.34750366210938,70.30500030517578,67.96499633789062,68.85749816894531,67.15670776367188,255598800
63.98500061035156,67.5,62.0,62.057498931884766,60.524658203125,418474000
66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.7760009765625,370732000
60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.05683135986328,322423600
61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.653568267822266,324056000
59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.144287109375,300233600
61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.6834602355957,271857200
61.79499816894531,62.95750045776367,57.0,57.310001373291016,55.89442443847656,401693200
57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.706993103027344,336752800
59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.19549560546875,287531200
62.6875,64.5625,61.07500076293945,61.380001068115234,59.863895416259766,303602000
61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.014102935791016,252087200
63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.40518569946289,204216800
62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.12902069091797,167976400
63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.00223922729492,197002000
61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.73986053466797,176218400
60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.720035552978516,165934000
